composition,year,merit
In0.005Pb0.995Te0.998I0.002,2012,0.5000000000000001
Sn1Te1,2015,0.576550194713674
Pb0.96Ca0.03Na0.01Se1,2013,0.949959245305698
Pb0.99Na0.01Se1,2013,0.9567928730512248
Pb1S0.92Te0.08Cl0.00134,2011,0.7196140505194676
Pb1.01S1Cl0.02,2011,0.419977299599806
Pb1.008S1Cl0.016,2011,0.3921617299296629
Na0.007Pb0.993Se1,2011,1.2300084740508033
Pb0.97Ba0.02Na0.01Se1,2013,1.036971046770601
Sn0.94Ca0.09Te1,2016,1.321138211382114
Pb0.999La0.001Te1,2014,0.5955244755244761
Sn1Mn0.05Te1,2015,0.8710053638106433
In0.01Pb0.99Te0.996I0.004,2012,0.5837563451776652
Sn1Mn0.07Te1,2015,1.237753745649836
Pb1Te1,2011,0.6430339846984068
Sn0.98Bi0.02Hg0.005Te1.005,2015,0.8436629944127023
In0.015Pb0.985Te0.999I0.001,2012,0.2814837377737166
Al0.03Pb1Te1,2013,1.1980327868852458
Na0.01Pb0.99Te0.85Se0.15,2013,0.5747615673245587
Sn1Mn0.01Te1,2015,0.7823441789629074
Pb1Te1I0.00106,2013,0.4258651201019857
Pb1S1,2012,0.3645006001916888
Pb1Te1I0.00033,2013,0.3452711939747711
Pb0.97Ce0.03Te1,2011,0.5995351667315038
Pb0.975Na0.025Cd0.02S1.02,2012,1.180258899676374
Sn0.95Mn0.05Te1,2015,0.8066390041493776
Pb0.958Sn0.042Te0.84S0.16,2007,1.1844095864878683
Sn0.93Mg0.1Te1,2015,0.8349579831932769
Sn0.98Bi0.02Hg0.04Te1.04,2015,1.1520439407809588
Sn0.94Mg0.09Te1,2015,1.1515966386554617
Pb0.98Ba0.01Na0.01Se1,2013,1.111804008908686
Pb1.004Se0.998Cl0.002,2015,0.925179443596859
Sn0.99Mn0.01Te1,2015,0.642323651452282
Sn0.85Mn0.15Te1,2015,0.9311203319502074
Al0.02Pb1Te1,2013,1.1370491803278688
Pb0.95Ba0.04Na0.01Se1,2013,1.0075723830734966
Pb1.004Te1I0.0083,2013,0.3708253656736443
Sn0.98Ca0.05Te1,2016,0.8008130081300813
Sn1.03Te1,2016,0.6178861788617886
Pb1.02Ca0.01S1Cl0.02,2011,0.6345609065155811
In0.005Pb0.995Te0.996I0.004,2012,0.5445026178010473
Pb0.95Ce0.05Te1,2011,0.8756580981735842
Sn0.98Bi0.02Hg0.03Te1.03,2015,1.3169355093279458
Sn1Mg0.03Te1,2015,0.3852100840336131
K0.025Pb1Te0.7S0.3,2014,2.21148
Sn0.98Bi0.02Hg0.01Te1.01,2015,0.8811262981786039
Sn0.89Mn0.11Te1,2015,1.0307053941908713
Pb1.02Sr0.01S1Cl0.02,2011,0.6175637393767708
Pb0.96Sr0.03Na0.01Se1,2013,1.027659574468085
Pb0.995Ce0.005Te1,2011,-0.0018832729848083
Sn0.97Mn0.03Te1,2015,0.8614107883817427
Pb1Te1I0.00053,2013,0.4999066945115402
Pb0.975Na0.025Cd0.01S1.01,2012,1.0624595469255658
Pb1S0.992Cl0.008,2012,0.5561266937084663
Sn1.03Te1,2015,0.2843697478991593
Ba8.00Ga15.89Cu0.003Sn30.11,2012,0.5029295574592743
Ba7.99Ga15.84Cu0.004Sn30.16,2012,0.3976874250965418
Sn1Te1,2015,0.5578407974168188
Pb0.99Ce0.01Te1,2011,0.005681738835523
Pb1Te1,2013,0.5803278688524598
Pb1.005Sb0.01Te1,2008,1.3720679904890436
Al0.01Pb1Te1,2013,0.8891803278688527
Pb0.24Mn0.04Sn0.72Te1,2014,0.2967741935483871
Pb1.024Te1I0.0488,2013,0.0392763687600641
Pb1Te1I0.0001,2013,0.1493558776167469
Pb0.16Mn0.04Sn0.80Te1,2014,0.3668202764976958
Pb0.4Mn0.04Sn0.56Te1,2014,0.816589861751152
Ba24Ga0Ag0Ge100,2015,0.105043
Ba24Ga4Ag0Ge96,2015,0.1379965546173063
Ba24Ga4Ag1Ge95,2015,0.177356832128076
Ba24Ga4Ag2Ge94,2015,0.2179989665027015
Ba24Ga8Ag2Ge90,2015,0.3361655605092397
Ba24Ga0Ge100,2006,0.1433044187142547
Ba24Ga4Ge96,2006,0.18250092348453
Ba24Ga9Ge91,2006,0.3456710866546933
Ba24Ga12Ge88,2006,0.7927454452044614
Ba24Ga15Ge85,2006,1.2593883347981707
Ba8Na2.97Ga3.94Ge38.91,2010,0.125819
Ba8Ni1.9Ga8.04Ge35.94,2010,0.231325
Ba8Ni0.84Ga13.07Ge33.16,2010,0.8130189999999999
Ba8Ni0.32Ga12.07Ge31.71,2010,0.954209
Ba8Ni0.31Zn0.52Ga13.06Ge32.2,2010,1.1938503082680658
Ba8Ga16Ge30,2010,0.7999535861270721
Si32P14Te7,2010,0.2443255723707792
Si132P40Te21.5,2010,0.1458788975956302
Ba8Al14Si31,2014,0.002745205479452
Ba8Al16Si30,2014,-0.0005313908473752
Ba7.3Sr0.3Al14Si31,2014,0.0014794520547945
Ba8Al14Si31,2006,0.2532991573192324
EuBa7Al13Si33,2006,0.0955016642529421
Ba7.97Ga15.95Zn0Sn30.05,2015,0.503921568627451
Ba8.01Ga15.89Zn0.006Sn30.1,2015,0.763725
Ba8Ga15.88Zn0.007Sn30.12,2015,0.74902
Ba8.01Ga15.88Zn0.009Sn30.11,2015,0.6054054054054056
Ba8.01Ga15.83Zn0.019Sn30.15,2015,0.4696078431372549
Ba8Zn7.68Ge38.32,2013,0.5477486491895137
Ba8Zn7.57Ge38.08Sn0.35,2013,0.5349009405643386
Ba8Zn7.57Ge37.84Sn0.59,2013,0.6259226123909639
Ba8Zn7.62Ge37.27Sn1.11,2013,0.7058305571578241
Ba8Zn7.68Ge36.97Sn1.35,2013,0.7466691779773746
Ba8Zn7.66Ge36.55Sn1.79,2013,0.8173441734417342
Ba8Zn7.69Ge36.76Sn1.55,2013,0.6092140921409213
Ba8Zn7.74Ge36.74Sn1.52,2013,0.7479674796747966
Ba8Zn7.76Ge36.54Sn1.70,2013,0.557181571815718
Ba8Zn7.80Ge36.16Sn2.04,2013,0.6525745257452573
Ba8.0B0.1679Al14.3Si31.4,2008,0.143430016647458
Ba7.8B0.1699Al14.6Si31.2,2008,0.1604161864515303
Ba7.7B0.1887Al14.8Si31.0,2008,0.1145902164169548
Ba8.0B0.320Al14.2Si30.5,2008,0.1493558714304008
Ba8Ga16Si30,2015,0.0094745386121719
Si33P13Te8,2007,0.4339809134287661
Si30P16Te8,2007,0.0443324569091438
Ge129.3P42.7Te21.53,2013,0.0711976047904191
Ba8Ga15.27Ge30.57,2009,0.7060993860908342
Ba8Ga15.72Ge30.15,2009,0.9460126446962526
Ba7.95Ga15.95Sn30.05,2010,0.5495266035911464
Ba7.93Ga15.92Sn30.08,2010,0.4790765057437882
Ba7.95Ga15.97Sn30.03,2010,0.5020979020979021
Ba7.97Ga15.95Sn30.05,2010,0.5776987225392131
Ba7.91Ga15.93Sn30.07,2010,0.5612603663748295
Ba7.96Ga15.94Sn30.06,2010,0.6012903225806452
Ba7.96Ga15.89Sn30.11,2010,0.5987096774193549
Ba7.98Ga15.82Sn30.18,2010,0.5780645161290323
Ba8.01Ga16.41Sn29.04Sb0.55,2010,0.5132867132867133
Ba8.00Ga16.67Sn28.61Sb0.72,2010,0.6335664335664335
Ba8.02Ga16.81Sn28.36Sb0.83,2010,0.6461538461538461
Ba7.97Ga15.95Cu0.000Sn30.05,2012,0.4882762217586218
Ba7.98Ga15.89Cu0.008Sn30.10,2012,0.4619934306893333
Ba7.99Ga15.91Cu0.009Sn30.08,2012,0.3918172133694344
Ba8.00Ga15.97Cu0.014Sn30.02,2012,0.359642016955923
Ba7.96Ga15.90Cu0.000Sn30.10,2012,0.5874610116167818
Ba7.98Ga15.80Cu0.018Sn30.19,2012,0.8969139039196504
Ba8.00Ga15.80Cu0.020Sn30.09,2012,1.0848852106318687
Ba7.99Ga15.80Cu0.033Sn30.17,2012,1.1984447892059615
Ba8.00Ga15.85Cu0.033Sn30.14,2012,1.174922023233563
Ba7.98Ga15.65Cu0.125Sn30.25,2012,1.2062451686838822
Ba8Ni0.22Zn7.22Ge37.12Sn1.44,2013,0.874834972956859
Ba8Ni1.23Zn5.01Ge38.73Sn1.03,2013,0.6628422980281932
Ba8Ni2.13Zn3.33Ge39.82Sn0.72,2013,0.0547421319364593
Ba8Ni0.60Zn6.18Ge38.07Zn1.15,2013,0.7021677100634558
Ba8Ni0.63Zn6.03Ge38.43Sn0.91,2013,0.6804820919040929
Ba8Ni1.00Zn5.30Ge38.96Sn0.72,2013,0.5277117669605214
Ba8Ni1.59Zn4.04Ge39.49Sn0.81,2013,0.3284016864699121
Ba8Ni1.44Zn4.67Ge39.09Sn0.80,2013,0.4809761083429157
Ba8Ni1.88Zn3.75Ge39.45Sn0.92,2013,0.3685951366787497
Ba8Ni2.64Zn2.28Ge40.18Sn0.90,2013,0.0685191773314231
Ba8Ni0.65Zn6.28Ge37.95Sn1.12,2013,0.8026056940665175
Ba8Ga16Ge30,2014,0.5294027791725909
Ba8Au2Ga10Ge34,2014,0.4341381552171592
Ba8Au4Ga4Ge38,2014,0.2034974866934822
Ba8Au5.33Ge40.67,2014,0.5208527799654321
Ba8Au1Ga13Ge32,2014,0.6213279561083126
Ba8Au3Ga7Ge36,2014,0.038037876665627
Ba8Au5Ga1Ge40,2014,0.6029403836294154
Ba8Si30.5Ga15.5,2014,0.2559580705745827
Ba7.75Yb0.25Si31.9Ga14.1,2014,0.2640179566658013
Ba8Ge43,2006,0.0260639610540013
Sr14.8Ga28.6Ge56.6,2006,0.2212460392576435
Sr14.7Ga28.7Ge56.6,2006,0.435167277066787
Sr14.5Ga29.2Ge56.3,2006,0.335151
Sr14.1Ga29.6Ge56.3,2006,0.2196
Sr15.0Ga29.5Ge55.6,2006,0.2173573103987489
Ba8Ga16In0Ge30,2007,0.4998397179035104
Ba8Ga13In3Ge30,2007,0.7256571565956085
Ba8Ga10In6Ge30,2007,1.0379467863439655
Ba8Ga7In9Ge30,2007,0.6170660362237541
Ba24Al0Ge100,2007,0.131849334639216
Ba24Al4Ge96,2007,0.1932245645387254
Ba24Al9Ge91,2007,0.357756169374162
Ba24Al12Ge88,2007,0.6487340301974448
Ba24Ga12Ge88,2007,0.6504065040650409
Ba8Ga16Zn2.4Ge27.6,2007,0.0741379310344828
Ba8Ga16Zn2.6Ge27.4,2007,0.0982758620689655
Ba8Ga16Zn2.8Ge27.2,2007,0.1094827586206896
Ba8Ga16Zn3.0Ge27.0,2007,0.2689655172413793
Ba8Ga16Zn3.2Ge26.8,2007,0.1939655172413793
Ba24In0Ge100,2007,0.099374434355389
Ba24In4Ge96,2007,0.1707674864991201
Ba24In12Ge88,2007,0.484544848780197
Ba8In16Ge30,2007,0.8444390297268001
Ba24Al12Ge88,2007,0.5254005509751468
Pb0.998In0.003Te1.000I0.002,2016,0.6932484245831518
PbTe,2016,0.0257069408740359
Ba8Al16Ge30,2008,0.2444626208713131
Ba8Ga16Al1Ge29,2008,0.4251966966673825
Ba8Ga16Al2Ge28,2008,0.5433396458483827
Ba8Ga16Al3.0Ge27.0,2008,0.4988305577790361
Ba8Ga16Al4Ge26,2008,0.4727357919603289
Ba8Ga16Al5Ge25,2008,0.2394877101188967
Yb0Ba8Ga16Ge30,2008,0.5847016828148904
Yb0.3Ba7.7Ga16Ge30,2008,0.8414438697457565
Yb0.5Ba7.5Ga16Ge30,2008,1.100903329205216
Yb0.7Ba7.3Ga16Ge30,2008,1.0252422233554308
Yb1Ba7Ga16Ge30,2008,0.4333503314635389
Sr8Ga16.5Ge29.5,2009,0.4496872942725478
Sr8Al6.3Ga10.3Ge29.4,2009,0.4579225641869652
Ba8Ga16Ge30,2009,0.2762708733559923
Ba8Ga16Ge30,2009,0.1236663218560662
Ba8Ga16Ge30,2009,0.4752586079503473
Ba8Ga16Ge30,2009,0.0114267770060588
Ba8Ga16Ge30,2009,0.0024604699275897
Ba8Ga16Ge30,2009,0.6039456184424413
Ba8Ga16Al0Sn30,2010,0.5997411099538759
Ba8Ga12Al4Sn30,2010,0.80116351733373
Ba8Ga10Al6Sn30,2010,0.9801725933640828
Ba8Ga8Al8Sn30,2010,0.8403065020086296
Ba8Ga15Sb1Ge30,2010,0.0934814585430053
Ba8Ga15Zn1Ge30,2010,0.0491522799411627
Ba8Ga16Ge28Zn2,2010,0.5121361384222342
Ba8Ga16Ge30,2010,0.6428408299140667
Ba8Au4.10Si41.90,2012,0.0313136546369103
Ba8Au4.85Si41.15,2012,0.0281696976056347
Ba8Au5.14Si40.86,2012,0.0889830341743014
Ba8Au5.43Si40.57,2012,0.1084238898762485
Ba8Au5.59Si40.41,2012,0.1980810975649745
Ba8Au6.10Si39.90,2012,0.1685997783359456
K8Zn4Ge42,2012,0.3584474885844749
K6Ba2Zn5Ge41,2012,0.2442922374429225
K4Ba4Zn6Ge40,2012,0.4406392694063928
K2Ba6Zn7Ge39,2012,0.5039443194983987
Ba8Zn8Ge38,2012,0.4867829623287672
Ba8Ga16Ge30,2012,0.6874375713470321
Ba8Ga16Ge30,2012,0.521888482221359
K8Ba16Ga40Sn96,2014,0.8463100880162492
Ba8Ga16Sn30,2014,0.5647601852747419
Ba8Cu4.5Si18.5Ge23,2012,0.2086229644804
Ba8Cu4.7Si18.3Ge23,2012,0.2815414395333496
Ba8Cu4.85Si18.15Ge23,2012,0.281541
Ba8Cu5Si18Ge23,2012,0.123990486441443
Ba8Cu6Si17Ge23,2012,0.0803808895524461
Ba8Cu7Si16Ge23,2012,0.0549954862678379
Ba8Cu3.5Ge41In1.5,2013,0.3787104622871047
Ba8Cu3.5Ge41In1.5,2013,0.3897810218978103
Ba8Cu3.5Ge41In1.5,2013,0.3574209245742093
Ba8Al17Si29,2013,0.2975556788272924
Ba8Al16Si30,2013,0.3385508751637613
Ba8Al15.5Si30.5,2013,0.2565534009229644
Ba8Al15Si31,2013,0.1727194400840346
Ba7.99Ga15.28In0.6Sn30.12,2013,0.4065967045334309
Ba7.98Ga15.48In0.46Sn30.06,2013,0.6534007945287176
Ba7.98Ga15.56In0.35Sn30.09,2013,0.7853194948105541
Ba7.96Ga15.9In0Sn30.1,2013,0.6066024759284733
Ba8.01Ga15.8In0.1Sn30.1,2013,0.7384980906301402
Ba8Ga15.66In0.2Sn30.14,2013,0.8768230394090092
Ba8Al15Si31,2014,0.3358425662129365
Ba8Al15Si31,2014,0.3506531602827899
Ba8Al15Si31,2014,0.3822623192993563
Ba8Ga16.1Zn3Ge26.9,2009,0.218615
Ba8Ga16.2Zn3Ge26.8,2009,0.275974025974026
Ba8Ga16.3Zn3Ge26.7,2009,0.1785714285714285
Ba8Ga16.4Zn3Ge26.6,2009,0.1883116883116882
Ba8Ga16Zn3Ge27,2009,0.2878787878787878
Ba7.77Al15.16Si31.07,2012,0.41875
Ba7.8Al15.05Si31.15,2012,0.31875
Ba8Ni0.2Ge42.8,2014,0.0561971830985915
Ba8Ni0.5Ge42.5,2014,0.0539436619718309
Ba8Ni0.8Ge42.2,2014,0.0871830985915492
Ba8Ni1Ge42,2014,0.0961971830985915
Ba8Ni2Ge42,2014,0.1987323943661972
Ba8Ni3Ge42,2014,0.0961971830985915
Ba8Ni3.5Ge42,2014,0.1395774647887323
Ba8Ni3.8Ge42,2014,0.0719718309859154
Ba8Ni4Ge42,2014,0.0415492957746478
Sr8Ga16In0Ge30,2008,0.513380813463931
Sr8Ga15.5In0.5Ge30,2008,0.7116934760996759
Sr8Ga15In1Ge30,2008,0.6540654182760477
Sr8Ga14.5In1.5Ge30,2008,0.5337288200046721
Sr8Al0Ga16.5Ge29.5,2009,0.4586288416075652
Sr16.55Ga27.39Ge56.07,2009,0.347517730496454
Sr16.01Ga27.83Ge56.16,2009,0.2789598108747047
Sr16.58Ga27.93Ge55.48,2009,0.2813238770685581
Sr16.33Ga28.23Ge55.44,2009,0.0283687943262414
Sr16.04Ga28.61Ge55.35,2009,0.0401891252955084
Ba8Zn7.33Ge38.67,2012,0.2439024390243903
Ba8Zn7.62Ge38.38,2012,0.2975609756097561
Ba8Zn7.78Ge38.22,2012,0.4019512195121953
Ba8Ni0.8Zn6.4Ge38.8,2012,0.4421833536147318
Ba8Ni0.8Zn6.1Ge39.1,2012,0.5814711100033723
Ba8Ni0.5Zn6.5Ge39,2012,0.6013693609160352
Ba8Ni0.5Zn6.5Ge39,2012,0.4605539020921608
Ba8Ni0.4Zn7.0Ge38.6,2012,0.3932030436758692
Ba8Ni0.5Zn7.1Ge38.4,2012,0.5967774568592669
Ba8Ni0.6Zn6.9Ge38.5,2012,0.6365739586845927
Ba8Ni0.5Zn6.9Ge38.6,2012,0.3671778556453151
Ba8Ni2.9Zn1.2Ge41.9,2012,0.1900861029075328
Ba8Ni2.4Zn3.6Ge40.0,2012,0.2863815981032404
Ba8Ni2.8Zn2.4Ge40.8,2012,0.0906160309471318
Ba8Ni2.8Zn1.5Ge41.7,2012,0.1593985275154943
Ba8Ni2.3Zn3.2Ge40.5,2012,0.1646961440871844
Ba8Ga16.9Sn19.8Ge9.3,2012,0.4111111111111109
Ba8Ga16.4Sn25.0Ge4.6,2012,0.2916666666666666
Ba8Ga16.6Sn29.4,2012,0.0055555555555553
Ba8Ga18.1Sn23.3Ge4.6,2012,0.2166666666666663
Ba8Ga17.2Sn24.2Ge4.6,2012,0.2694444444444444
K8Al8Sn38,2012,0.1306590257879656
K8Ga8Sn38,2012,0.2429799426934098
K8In8Sn38,2012,0.2108882521489972
Ba7.98Ga16.01Sn29.99Ge0,2013,0.6715588227422362
Ba7.92Ga15.75Sn30.18Ge0.07,2013,0.7964395000490673
Ba7.99Ga15.87Sn29.93Ge0.20,2013,0.7522709227324227
Ba7.96Ga15.88Sn29.57Ge0.55,2013,0.7533537645346965
Ba7.97Ga15.88Sn28.96Ge1.15,2013,0.6770638303351832
Ba7.98Ga15.82Sn29.50Ge0.68,2013,0.7548552002987419
Ba7Sr1Al16Si30,2011,0.215156785243742
Ba8Al12Si34,2011,0.069258984740608
Ba8Al14Si32,2011,0.1580899771477593
Ba8Al15Si31,2011,0.252565832836383
Ba8Cu4.8Si41.2,2015,0.157530487804878
Ba8Cu4.8Si41.2,2015,0.1867987804878048
Ba8Cu4.8Si41.2,2015,0.188170731707317
Ba8Cu4.8Si41.2,2015,0.1826829268292683
In0Ga0.02Tl0.20Co4Sb12,2014,0.5896703853663311
In0.05Ga0.02Tl0.20Co4Sb12,2014,0.5928945382918553
In0.10Ga0.02Tl0.20Co4Sb12,2014,0.6423661066539188
In0.20Ga0.02Tl0.20Co4Sb12,2014,0.5830009157561897
In0.30Ga0.02Tl0.20Co4Sb12,2014,0.7115765405150118
Ba15.09Ga28.13Ge56.78,2009,0.7438851158691483
Ba15.31Ga28.54Ge56.15,2009,0.8519674425838561
Ba15.12Ga28.66Ge56.21,2009,0.833995195880208
Ba15.44Ga29.23Ge55.33,2009,0.2939983064613682
Ba15.10Ga29.87Ge55.03,2009,0.4828313200960824
K8Ga8Sn38,2010,0.0652303556530606
La0.1Co4Sb12,2011,0.1271927276688057
Ce0.1Co4Sb12,2011,0.1527389240362708
Nd0.1Co4Sb12,2011,0.1547485272893955
Sm0.1Co4Sb12,2011,0.0491436040337293
Yb0.1Co4Sb12,2011,0.2321373138121647
Eu0.1Co4Sb12,2011,0.0626240117635311
Ba8Cu3.6Si42.4,2012,0.0528846153846154
Ba8Cu3.8Si42.2,2012,0.0501373626373626
Ba8Cu4.2Si41.8,2012,0.0899725274725274
Ba8Cu4.4Si41.6,2012,0.1112637362637363
Ba8Cu4.6Si41.4,2012,0.1064560439560439
Ba8Cu5.0Si41.0,2012,0.2163461538461538
Ba8Cu6Si40,2012,0.2315648319950736
Ba8Cu7Si39,2012,0.2135989010989011
Ba8Cu6Si40,2012,0.2762880917848953
Ba8Cu6Si40,2012,0.171578930310568
Ba8Cu5Si0Ge41,2013,0.4111543999322436
Ba8Cu5Si3Ge38,2013,0.5071144236469891
Ba8Cu5Si6Ge35,2013,0.4897179639197086
Ba8Cu5Si10Ge31,2013,0.3851189972050478
Ba8Cu5Si13Ge28,2013,0.3189717963919708
Ba8Cu5Si18Ge23,2013,0.1123824849665452
Ba8Cu5Si25Ge16,2013,0.336317438807487
Ba8Cu5Si35Ge6,2013,0.2961548234098416
Ba8Cu5Si41Ge0,2013,0.245760989243669
Sn17.8In4.0As21.7I8,2011,0.0474545774132122
Sn15.1In8.0As21.5I8,2011,0.0170227039695327
Ba8Ga16Sn30,2012,0.5668604651162789
Ba8Ga16Sn30,2012,0.5988372093023255
Ba8Ga16Sn30,2012,0.4476744186046509
Ba8Ga16Si30,2015,0.1672771231658515
Ba8Ga15ZnSi30,2015,0.1811527345486883
Ba8Ga15CuSi30,2015,0.1677245442418852
Sn14.6In9As21.5I8,2011,0.0277840838305117
K8Zn4Sn42,2013,0.0925389009257435
K6Ba2Al10Si36,2016,0.2821278054773777
K7Ba1Al9Si37,2016,0.2309798991385346
K6.5Ba1.5Al9.5Si36.5,2016,0.3441147477749047
K8Al8Si38,2016,0.0657542466105691
K6.5Ba1.5Al9.5Si36.5,2016,0.3923139563124135
Ba8Cu6Ge40,2006,0.0051219512195121
